iso,App,English,Company,Type
lk,Sushi 3303,Sushi 3303,Dmytro Moskalenko,
lk,Recipes with photo from Smachno,Recipes with photo from Smachno,VRG soft,
lk,CrockPot and Oven Recipes,CrockPot and Oven Recipes,DIL,
lk,Mamamia!,Mamamia!,TOV Mamamia,
lk,Простые рецепты,simple recipes,ImpulseRecipes,
lk,Вилки-Палки,Plugs Sticks,SMARTsky-soft,
lk,"PROПорции,  меню на месяц для похудения",PROPortsii menu for a month to lose weight,Anna Verkhoturova,
lk,Shauchak,Kshuck,Eatery Club,
lk,Lviv Croissants,Lviv Croissants,DLP GROUP,
lk,Корчма Умань,Tavern Uman,STAKHOV GROUP LLC,
lk,Корисні продукти - Foodstr,Useful products - Foodstr,ZDITOVETSKYII YURII,
lk,Recipes for children: food for babies (feed photo),Recipes for children: food for babies (feed photo),Valentin Buyanov,
lk,Япона Мать | Украина,Japan Mother | Ukraine,FооdSouL,
lk,BEES Peru,BEES Peru,Anheuser-Busch Inbev Global,
lk,McDonald's App - Latinoamérica,McDonald's App - Latinoamérica,Arcos Dorados,
lk,Llamafood,Llamafood,Huahlabs S.A.C,
lk,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
lk,Sodexo Club Perú,Sodexo Club Peru,Sodexo Pass,
lk,Degusta,Taste,LanFlor Perú,
lk,Villa Chicken,Villa Chicken,Villa Chicken SAC,
lk,Starbucks Peru,Starbucks Peru,Starbucks Coffee Company,
lk,Manzana Verde,Green apple,manzana verde,
lk,San Fernando,San Fernando,San Fernando S.A.,
lk,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
lk,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
ve,Domino's Pizza,Domino's Pizza,Domino's Pizza LLC,Official(Fast food) resturant delivery
ve,Fritz,Fritz,Iron Technologies,
ve,Recetas de Comidas Peruanas 🇵🇪 🍛,Food recipes Peruanas 🇵🇪 🍛,Marjorie,
ve,zpedidos,zpedidos,ZCODE,
ve,Ohashi Maki,Ohashi Maki,Qool Apps,
ve,Leña & Carbón,Firewood & Coal,Marketing L&C,
ve,Pizza Hut CR,Pizza Hut CR,"Comidas Centroamericanas, S.A.",
ve,Tynda - Lo mejor de tu ciudad en minutos,Tynda - The best of your city in minutes,Kreango Technologies,
ve,"Healthy, homemade and easy lunch recipes","Healthy, homemade and easy lunch recipes",AI Studio Creativo,
ve,Coco Mercado - La app que cuida a tu familia,Coco Market - The app that takes care of your family,Coco Market Inc,
ve,Papa John’s Pizza UAE,Papa John’s Pizza UAE,PJP Investments,Official(Fast food) resturant delivery
ve,Recetas de postres faciles sin horno gratis 2021,Recipes easy dessert without oven 2021 free,AI Studio Creativo,
ve,RappiAliado,RappiAliado,"Rappi, Inc - Delivery",
ve,Comida Rápida - Recetas,Fast Food - Recipes,AppsDRG,
ve,Chili's Global,Chili's Global,Brinker International,
ve,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Sweet Maker Shop,
ve,Tasty,Tasty,BuzzFeed,
ve,Easy Dessert Recipes for free – Cake homemade,Easy Dessert Recipes for free – Cake homemade,Recetas de cocina fáciles y ricas,
ve,Cirkula,circulation,Cirkula App,
ve,Loenviamos,Loenviamos,2CLOUD,
ve,Papaya Express,Papaya Express,Papaya.com.pe,
ve,Healthy Recipes,Healthy Recipes,Endless,
ve,Campos Chicken,Chicken fields,Beegoo,
ve,Homemade food recipes for free,Homemade food recipes for free,Recetas de cocina fáciles y ricas,
ve,Domino's Pizza América Latina,Domino's Pizza Latin America,Domino's Pizza LLC,Official(Fast food) resturant delivery
ve,Recetas de Comida Peruana + Fáciles y Rápidas,Peruvian Food Recipes Quick and Easy +,Comidamundial,
ve,TULIO Recomienda,TULIO Recommends,TULIO ZULOAGA,
ve,"KFC APP - Ecuador, Colombia, Chile y Argentina","KFC APP - Ecuador, Colombia, Chile and Argentina",GrupoKFC,
ve,Domino's Pizza,Domino's Pizza,Domino's Pizza LLC,Official(Fast food) resturant delivery
ve,Tiendas D1 App,App stores D1,Koba Colombia S.A.S,
ve,McDonald's App - Latinoamérica,McDonald's App - Latinoamérica,Arcos Dorados,
ve,Tu Orden,your Order,Tu Orden,
ve,Frisby,Frisby,Frisby S.A.,
ve,Domino's Pizza América Latina,Domino's Pizza Latin America,Domino's Pizza LLC,Official(Fast food) resturant delivery
ve,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
ve,JUSTO & BUENO,JUSTO & BUENO,Justo y Bueno,
ve,Juan Valdez Colombia,Juan Valdez Colombia,Paymentez,
ve,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
ve,Tap It,Tap It,BAVARIA,
ve,Recetas de Comida Colombiana + Fáciles y Rápidas,Colombian Food Recipes Quick and Easy +,Comidamundial,
ve,OXXO,OXXO,Cadena Oxxo Colombia sas,
ve,El Corral,the Corral,Woss,
ve,RappiAliado,RappiAliado,"Rappi, Inc - Delivery",
ve,Stop24,Stop24,SmartGeeks,
ve,Tasty,Tasty,BuzzFeed,
ve,iFood para Restaurantes,iFood to Restaurants,iFood Colombia,
ve,Calypso - Siempre ahorras con nosotros,Calypso - always save us,Imagine Ventures SAS (Imagine Apps),
ve,Muy App,very App,Muy Tech,
ve,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
ve,Burger King Colombia,Burger King Colombia,ProacIT,
br,"Healthy, homemade and easy lunch recipes","Healthy, homemade and easy lunch recipes",AI Studio Creativo,
br,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Sweet Maker Shop,
br,RappiShopper,RappiShopper,"Rappi, Inc - Delivery",
br,Kokoriko.,Kokoriko.,IRIDIAN CONSULTING,
br,Coco Mercado - La app que cuida a tu familia,Coco Market - The app that takes care of your family,Coco Market Inc,
br,Kiosco,kiosco,Kiosco.co,
br,Papa John’s Pizza UAE,Papa John’s Pizza UAE,PJP Investments,Official(Fast food) resturant delivery
br,Recetas De Cocina Colombianas Rápidas Y Fáciles,Colombian recipes Quick and Easy,Apps Futuro,
br,Foody - Comida rica y saludable a domicilio,Foody - rich and healthy food at home,foody.com.co,
br,Healthy Recipes,Healthy Recipes,Endless,
br,Recetas de postres faciles sin horno gratis 2021,Recipes easy dessert without oven 2021 free,AI Studio Creativo,
br,Make Pasta Food Kitchen Fever,Make Pasta Food Kitchen Fever,Creative Bee,
br,Comida Rápida - Recetas,Fast Food - Recipes,AppsDRG,
br,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
br,Domiapp Domicilios,Domiapp Domicilios,DomiApp,
br,Zono,zone,Ocean Wave Ventures,
br,Homemade food recipes for free,Homemade food recipes for free,Recetas de cocina fáciles y ricas,
br,All free Recipes : World Cuisines,All free Recipes : World Cuisines,Fitness Circle,
br,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
br,McDonald's App - Latinoamérica,McDonald's App - Latinoamérica,Arcos Dorados,
br,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
br,Пятёрочка,Pyaterochka,Пятёрочка,
br,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
br,HelloFresh - Get Cooking,HelloFresh - Get Cooking,HelloFresh SE,
br,Lieferando.de - Order Food,Lieferando.de - Order Food,Takeaway.com,Food delivery
br,"Перекрёсток - магазин продуктов, скидки и акции","Crossroads - store products, discounts and promotions",АО «ТД «ПЕРЕКРЕСТОК»,
br,Tasty,Tasty,BuzzFeed,
br,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
br,クラシル - 料理をレシピ動画で簡単に,Kurashiru - Easily the cooking recipe video,"dely, Inc.",
br,Just Eat Italy - Ordina pranzo e cena a Domicilio,Just Eat Italy - lunch and dinner Order at Home,Just-Eat Holding Limited,Food delivery
br,Aquela Receita,that revenue,Aquela Receita,
br,Jow - Recettes et courses,Jow - Recipes and Shopping,Jow,
br,DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に,DELISH KITCHEN - fun cooking for free recipe video and easily,"every, Inc.",
br,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
br,Parceiro BEES Brasil,Partner BEES Brazil,Anheuser-Busch Inbev Global,
br,머지포인트,Mudgee points,Mergeplus,
br,OLIO - Share more. Care more. Waste less.,OLIO - Share more. Care more. Waste less.,OLIO,
br,REWE - Online Shop & Märkte,REWE - Online Shop & Markets,REWE Markt GmbH,
br,BEES Peru,BEES Peru,Anheuser-Busch Inbev Global,
br,Coco Mercado - La app que cuida a tu familia,Coco Market - The app that takes care of your family,Coco Market Inc,
br,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
br,Pizza Hut RD,Pizza Hut RD,Appetit Delivery,Food delivery
br,McDonald's App - Latinoamérica,McDonald's App - Latinoamérica,Arcos Dorados,
br,Domino's Pizza,Domino's Pizza,Domino's Pizza LLC,Official(Fast food) resturant delivery
br,Jade App,Jade App,Grupo Jade,
br,Buxco,Buxco,Grupo BUX,
br,Burger King® RD,Burger King® RD,"Burger King, Inc.",
br,Chef Pepper Rewards,Chef Pepper Rewards,Chef Pepper,
br,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
br,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Sweet Maker Shop,
az,Tasty,Tasty,BuzzFeed,
az,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
az,Living Wine Labels,Living Wine Labels,Treasury Wine Estates,
az,TULIO Recomienda,TULIO Recommends,TULIO ZULOAGA,
az,Comida Rápida - Recetas,Fast Food - Recipes,AppsDRG,
az,Make Pasta Food Kitchen Fever,Make Pasta Food Kitchen Fever,Creative Bee,
az,Homemade food recipes for free,Homemade food recipes for free,Recetas de cocina fáciles y ricas,
az,Domino’s Pizza Caribbean,Domino’s Pizza Caribbean,Domino's Pizza LLC,Official(Fast food) resturant delivery
az,Komida !,Komida!,Sébastien Fanals,
az,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
az,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
az,🇩🇴 Recetas de comida - República Dominicana 🇩🇴,🇩🇴 Food Recipes - Dominican Republic 🇩🇴,MrZapps,
az,Easy Food Recipes. Cooking Recipes,Easy Food Recipes. Cooking Recipes,AGS Studios Apps,
az,Recetas de postres faciles sin horno gratis 2021,Recipes easy dessert without oven 2021 free,AI Studio Creativo,
az,Keto Recipes,Keto Recipes,Rstream Labs,
az,"Healthy, homemade and easy lunch recipes","Healthy, homemade and easy lunch recipes",AI Studio Creativo,
az,Reposteria y Pasteleria gratis,Free baked goods,InnovaSoft Apps,
az,Recetas de Postres Faciles sin internet,Dessert Recipes Easy without internet,Şükriye Can,
az,Easy Dessert Recipes for free – Cake homemade,Easy Dessert Recipes for free – Cake homemade,Recetas de cocina fáciles y ricas,
az,Papa John’s Pizza UAE,Papa John’s Pizza UAE,PJP Investments,Official(Fast food) resturant delivery
az,Salad Recipes: Healthy Foods with Nutrition & Tips,Salad Recipes: Healthy Foods with Nutrition & Tips,Edutainment Ventures- Making Games People Play,
az,Healthy Recipes,Healthy Recipes,Endless,
az,Bike Mod,Bike Mod,motooo 3D,
az,Dulces y postres fáciles y rápidos,Sweets and desserts quick and easy,skinner Apps,
az,All free Recipes : World Cuisines,All free Recipes : World Cuisines,Fitness Circle,
az,All Recipes Cook Book,All Recipes Cook Book,Endless,
az,My Cocktail Bar,My Cocktail Bar,Roman Shuvaev,
az,Foursquare City Guide,Foursquare City Guide,Foursquare,
az,Jugos Verdes para Bajar de Peso,Green juices Weight Loss,Gaba Studio Apps,
az,Fruitjo.com,Fruitjo.com,Fruitjo,
az,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
az,Qabalan Bakery,Israel and neighboring countries Bakery,ArabiaCell,
az,McDonald's,McDonald's,McDonald's Apps,
az,SimSim Middle Eastern Recipes,SimSim Middle Eastern Recipes,Farideh Shakhshir,
az,AL Ameed Coffee,AL Ameed Coffee,Mozaic Innovative Solutions,
az,Popeyes Jordan,Popeyes Jordan,Popeyes Jordan,
az,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
az,Zait & Zatar,I & Zatar,IRIS Development,
az,Aghati Sweets,Aghati sweets,ArabiaCell,
az,Burger Makers,Burger Makers,Email Solutions,
az,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
az,Ocean Seafood مطعم المحيط,Ocean Seafood Restaurant Ocean,DIGI SOL FZE,
az,"""أكل سريع تحضير “بدون إنترنت","""Eat fast preparation"" without the Internet",TechniMan,
az,وصفات حلويات سهله وسريعة بدون نت,Sweets recipes quick and easy without Net,mojtahdapps,
az,Tasty,Tasty,BuzzFeed,
az,Al Nejmah Sweets - حلويات النجمة,Al Nejmah Sweets - Sweets Star,BlueJay App,
az,Marouf Coffee | بن معروف,Marouf Coffee | Known Bin,Mozaic Innovative Solutions,
az,FireFly Burger,FireFly Burger,clicksides,
az,مطبخ سيدتي,Madam Kitchen,Saudi Research and Publishing Company,
az,مطبخ هسا,HSA Kitchen,ZmnSoft Ltd.,
lb,معجنات و طبخ (بدون نت),Pastries and cooking (without Net),PureSoft,
lb,حلويات بيتية ( بدون نت ),Home Sweets (without Net),PureSoft,
lb,Akelbety,Akelbety,Adam IcT,
lb,أكل صحي دايت,Eat Healthy Diet,TechniMan,
lb,ALRAYHAN,ALRAYHAN,ArabiaCell,
lb,the Cake Shop,the Cake Shop,Mozaic Innovative Solutions,
lb,مكتبة وصفات الطبخ العالمية بدون نت,Library Cooking Recipes World Without Net,android azo,
lb,Alezz Chicken,Alezz Chicken,ArabiaCell,
lb,تحليات بيتية بارده بدون نت نسخة جديدة 2021,Thaliat home cool without Net new version 2021,MobileAppTA,
lb,KFC Varna,KFC Varna,Lemon.bg,
lb,وصفات معجنات وفطائر بيتية اكثر من 500 وصفة معجنات,Recipes pastries and pies home more than 500 recipe pastries,goldencode,
lb,وصفات طبخ و أكلات شهية (بدون نت),Recipes and cooking cuisine delicacies (without net),ALAA Apps,
lb,الذ طبخة,Tastiest COOKED,Noor.apps,
lb,وصفات كيك بدون انترنت اكثر من 600 وصفة كيك,Cake recipes without the Internet more than 600 recipe Cake,MarvelStudio,
lb,حلويات بيتية سهلة بدون نت,Home Sweets Without Easy Net,ALAA Apps,
lb,Maestro - مايسترو,Maestro - Maestro,DIGITALROOTSJO,
lb,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
lb,YASSIR Express,YASSIR Express,YASSIR,
lb,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
lb,Tasty,Tasty,BuzzFeed,
lb,"""أكل سريع تحضير “بدون إنترنت","""Eat fast preparation"" without the Internet",TechniMan,
lb,KFC Tunisie,KFC Tunisie,Tunisian Food Company,
lb,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
lb,وصفات أم وليد 2021 بدون أنترنيت,Recipes or Walid 2021 without Internets,TEAM DZ DEV,
lb,H by Omar,H by Omar,H by Omar,
lb,المطبخ التونسي,Tunisian cuisine,App Field,
lb,حلويات أم وليد 2021 بدون أنترنيت,Sweets or Walid 2021 without Internets,TEAM DZ DEV,
lb,الكوجينة التونسية - أكلات وحلويات تونسية,Alkojinh Tunisia - Tunisian cuisine and sweets,App Field,
lb,وصفات سميرة 2021 بدون أنترنيت,Recipes without Samira 2021 Internets,TEAM DZ DEV,
lb,Icecream Cone Cupcake Baking Maker Chef,Icecream Cone Cupcake Baking Maker Chef,Hello-Game,
lb,Tawtaw,tawtáw,Creative Culinary,
lb,Hot Dog Maker Street Food Games,Hot Dog Maker Street Food Games,Sweet Maker Shop,
lb,Unicorn Donut Maker: Dessert Cooking Mania,Unicorn Donut Maker: Dessert Cooking Mania,Sweet Maker Shop,
lb,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
lb,وصفات تونسية سهلة,Tunisian recipes easy,Game Build,
lb,وصفات طبخ و أكلات شهية (بدون نت),Recipes and cooking cuisine delicacies (without net),ALAA Apps,
lb,وصفات حلويات سهله وسريعة بدون نت,Sweets recipes quick and easy without Net,mojtahdapps,
lb,مملحات سهلة واقتصادية بدون نت,Mmlhat easy and economical without Net,WAFAE ELKHATIRI,
lb,وصفات كيك بدون انترنت اكثر من 600 وصفة كيك,Cake recipes without the Internet more than 600 recipe Cake,MarvelStudio,
lb,أكل سريع تحضير‎,Prepare to eat fast,TechniMan,
lb,صحتي : نظام غدائي لزيادة الوزن,My Health: A system for my lunch weight gain,UnesDev,
lb,Keto Recipes,Keto Recipes,Rstream Labs,
lb,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Sweet Maker Shop,
lb,Benkay Sushi,Benkay Sushi,Mohamed Hadiji,
lb,حلويات العيد سهلة واقتصادية بدون انترنت نسخة جديدة,Eid sweets easy and economical Internet without a new version,MobileAppTA,
lb,"Cuisto : Recipe keeper, cooking social media","Cuisto : Recipe keeper, cooking social media","rimir, Inc.",
lb,Chefclub - Anyone can be a chef!,Chefclub - Anyone can be a chef!,Chefclub,
lb,وصفات تونسية سهلة,Tunisian recipes easy,xcdev,
lb,أكل صحي دايت,Eat Healthy Diet,TechniMan,
lb,Cake Recipes,Cake Recipes,Endless,
th,الصنّافة - وصفات المطبخ التّونسي,Sanafah - Tunisian cuisine recipes,Mhk Apps,
th,وصفات وأكلات تونسية,Recipes and Tunisian cuisine,Med Adel Bouzid,
th,LV Salade,LV Salade,Market Bey,
th,معجنات و طبخ (بدون نت),Pastries and cooking (without Net),PureSoft,
th,أكلات خفيفة و سريعة بدون انترنت,Light and fast cuisine without Internet,Esalna,
th,وصفات رجيم و وصفات تنحيف البطن بدون انترنت,Recipes and diet recipes slimming abdomen without Internet,hmclub,
th,Healthy Recipes,Healthy Recipes,Endless,
th,Yahalawa,Yahalawa,Leader Pop,
th,+150 كيك منزلي بدون انترنت‎,+ 150 home cake without Internet,TrrApps,
th,أحـلـى وصــفـــات الــكــيـــك,Sweetest recipes Cake,hashan,
th,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
th,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
th,Пятёрочка,Pyaterochka,Пятёрочка,
th,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
th,HelloFresh - Get Cooking,HelloFresh - Get Cooking,HelloFresh SE,
th,Lieferando.de - Order Food,Lieferando.de - Order Food,Takeaway.com,Food delivery
th,"Перекрёсток - магазин продуктов, скидки и акции","Crossroads - store products, discounts and promotions",АО «ТД «ПЕРЕКРЕСТОК»,
th,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
th,Tasty,Tasty,BuzzFeed,
th,クラシル - 料理をレシピ動画で簡単に,Kurashiru - Easily the cooking recipe video,"dely, Inc.",
th,Just Eat Italy - Ordina pranzo e cena a Domicilio,Just Eat Italy - lunch and dinner Order at Home,Just-Eat Holding Limited,Food delivery
th,Aquela Receita,that revenue,Aquela Receita,
th,Jow - Recettes et courses,Jow - Recipes and Shopping,Jow,
th,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
th,DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に,DELISH KITCHEN - fun cooking for free recipe video and easily,"every, Inc.",
th,McDonald's Japan,McDonald's Japan,日本マクドナルド株式会社,
th,REWE - Angebote & Coupons,REWE - Deals & Coupons,REWE Markt GmbH,
th,머지포인트,Mudgee points,Mergeplus,
th,Pyszne.pl – order food online,Pyszne.pl – order food online,Takeaway.com,Food delivery
th,Burger King® Mexico,Burger King® Mexico,"Burger King, Inc.",
th,mi OXXO,my OXXO,Cadena Comercial OXXO,
th,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
th,KFC México,KFC Mexico,Yum! Brands Inc.,
th,Sushi Roll,Sushi Roll,TR3SCO,
th,OLIO - Share more. Care more. Waste less.,OLIO - Share more. Care more. Waste less.,OLIO,
th,McDonald's App - Latinoamérica,McDonald's App - Latinoamérica,Arcos Dorados,
th,7-Eleven México,7-Eleven Mexico,7-Eleven México,
th,Recetas Kiwilimón,Kiwilimón recipes,kiwilimón,
th,Krispy Kreme,Krispy Kreme,Justo App,
th,Nutrisa,Nutrisa,BBP&IT Enterprise Services,
th,"Menú Local: Lo de aquí, sabe mejor.","Menu: Lo here, knows better.",Menulocal,
th,RappiAliado,RappiAliado,"Rappi, Inc - Delivery",
th,A Comer Club,A Eating Club,RESTAURANTES TOKS,
th,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
th,Pizza Hut CR,Pizza Hut CR,"Comidas Centroamericanas, S.A.",
th,Cielito Querido,Cielito Querido,BBP&IT Enterprise Services,
th,Devy: Tu comida y tienda a domicilio,Devy: Store your food and home,TESELIP Tecnologias,
th,Lucky Sushi,Lucky Sushi,TR3SCO,
th,dVolada,dVolada,Ventas dVolada Latinoamerica,
th,Tasty,Tasty,BuzzFeed,
am,Teikit,Teikit,Teikit Sushi & Noodles,
am,Carl's Jr. Club,Carl's Jr. Club,Smart Promotions,
am,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
am,Benedetti's APP,Benedetti's APP,Witann Technologies,
am,Little Caesars,Little Caesars,"Little Caesar Enterprises, Inc.",
am,Esperanza,hope,PASTELERIAS LA ESPERANZA,
am,Manzana Verde,Green apple,manzana verde,
am,Glooping,Glooping,Glooping Corp,
am,Shopnet,Shopnet,shopnetmx,
am,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
am,Foursquare City Guide,Foursquare City Guide,Foursquare,
am,"Healthy, homemade and easy lunch recipes","Healthy, homemade and easy lunch recipes",AI Studio Creativo,
am,Official Thermomix Cookidoo App,Official Thermomix Cookidoo App,Vorwerk International Co. KmG,
am,Carl's Jr. Mex,Carl's Jr. Mex,UpMenu,
am,Spike's,Spike's,Spikes Services,
am,Mi pasta mi mundo,My pasta my world,SOE Tecnologia,
am,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Sweet Maker Shop,
am,Deigo Cocina Japonesa,Deigo Japanese Cuisine,Latix Easy Marketing,
am,Healthy Recipes,Healthy Recipes,Endless,
am,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
am,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
am,Пятёрочка,Pyaterochka,Пятёрочка,
am,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
am,HelloFresh - Get Cooking,HelloFresh - Get Cooking,HelloFresh SE,
am,Lieferando.de - Order Food,Lieferando.de - Order Food,Takeaway.com,Food delivery
am,"Перекрёсток - магазин продуктов, скидки и акции","Crossroads - store products, discounts and promotions",АО «ТД «ПЕРЕКРЕСТОК»,
am,Tasty,Tasty,BuzzFeed,
am,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
am,クラシル - 料理をレシピ動画で簡単に,Kurashiru - Easily the cooking recipe video,"dely, Inc.",
am,Just Eat Italy - Ordina pranzo e cena a Domicilio,Just Eat Italy - lunch and dinner Order at Home,Just-Eat Holding Limited,Food delivery
am,Aquela Receita,that revenue,Aquela Receita,
am,Jow - Recettes et courses,Jow - Recipes and Shopping,Jow,
am,DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に,DELISH KITCHEN - fun cooking for free recipe video and easily,"every, Inc.",
am,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
am,머지포인트,Mudgee points,Mergeplus,
am,Parceiro BEES Brasil,Partner BEES Brazil,Anheuser-Busch Inbev Global,
am,OLIO - Share more. Care more. Waste less.,OLIO - Share more. Care more. Waste less.,OLIO,
am,REWE - Online Shop & Märkte,REWE - Online Shop & Markets,REWE Markt GmbH,
am,BEES Peru,BEES Peru,Anheuser-Busch Inbev Global,
am,McDonald's Japan,McDonald's Japan,日本マクドナルド株式会社,
am,OCHO ─la super app─ Lo que quieras cuando quieras,"OCHO ─ the Super app─ Whatever you want, anytime",8 Developers,
am,Coco Mercado - La app que cuida a tu familia,Coco Market - The app that takes care of your family,Coco Market Inc,
am,Ice Cream Cake Maker: Dessert Chef,Ice Cream Cake Maker: Dessert Chef,Creative Bee,
am,McDonald's App - Latinoamérica,McDonald's App - Latinoamérica,Arcos Dorados,
am,Cookpad - Create your own Recipes,Cookpad - Create your own Recipes,Cookpad Inc (UK),
am,TULIO Recomienda,TULIO Recommends,TULIO ZULOAGA,
am,Dulces y postres fáciles y rápidos,Sweets and desserts quick and easy,skinner Apps,
am,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Unicorn Cake Maker🦄🎂: Baking Games For Girls,Sweet Maker Shop,
am,Comida Rápida - Recetas,Fast Food - Recipes,AppsDRG,
am,Go4us,Go4us,Frontino Technologies C.A.,
dz,Tasty,Tasty,BuzzFeed,
dz,Sivapp,Sivpp,Sivapp,
dz,Cost Recipes,Cost Recipes,Desarrollos freelance,
dz,PideWhats,PideWhats,PideWhats,
dz,"Calorie, Carb & Fat Counter","Calorie, Carb & Fat Counter",Virtuagym,
dz,Recetas con Pollo,Chicken Recipes,AGS Studios Apps,
dz,Easy Food Recipes. Cooking Recipes,Easy Food Recipes. Cooking Recipes,AGS Studios Apps,
dz,Reposteria y Pasteleria gratis,Free baked goods,InnovaSoft Apps,
dz,Recetas de Postres Faciles sin internet,Dessert Recipes Easy without internet,Şükriye Can,
dz,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Bakery Chef Mania: Baking Games For Girls,Sweet Maker Shop,
dz,Recetas de postres faciles sin horno gratis 2021,Recipes easy dessert without oven 2021 free,AI Studio Creativo,
dz,Homemade food recipes for free,Homemade food recipes for free,Recetas de cocina fáciles y ricas,
dz,Postres Faciles y Rapidos gratis,Free Quick and Easy Desserts,mundovirtualapps,
dz,Foursquare City Guide,Foursquare City Guide,Foursquare,
dz,Panadería en Casa,Home Bakery,AppsAmérica,
dz,Price List & Menu Maker for Cafés and Restaurants,Price List & Menu Maker for Cafés and Restaurants,Desygner Pty Ltd,
dz,"Healthy, homemade and easy lunch recipes","Healthy, homemade and easy lunch recipes",AI Studio Creativo,
dz,Healthy Recipes,Healthy Recipes,Endless,
dz,All free Recipes : World Cuisines,All free Recipes : World Cuisines,Fitness Circle,
dz,FitMenCook - Healthy Recipes,FitMenCook - Healthy Recipes,Nibble Apps,
dz,Vivino: Buy the Right Wine,Vivino: Buy the Right Wine,Vivino,
dz,RappiAliado,RappiAliado,"Rappi, Inc - Delivery",
dz,Easy Dessert Recipes for free – Cake homemade,Easy Dessert Recipes for free – Cake homemade,Recetas de cocina fáciles y ricas,
dz,Kitchen Scale,Kitchen Scale,Vadetskii Iurii,
